Country,State,Year,City name,Type of impacting vehicles or objects,Number of road accidents,Number of persons killed in road accidents ,Number of grievously injured persons,Number of minor injured persons
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Allahabad(Prayagraj),Auto Rickshaws,139,70,8,67
India,Kerala,"Financial Year (Apr - Mar), 2020",Thrissur,Other Non-motorized vehicle (E-rickshaw etc.),36,3,28,12
India,Kerala,"Financial Year (Apr - Mar), 2020",Kochi,Buses,82,6,60,17
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Madurai,Auto Rickshaws,83,14,1,96
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Madurai,"Cars, Taxis, Vans & LMV",205,29,0,202
India,Kerala,"Financial Year (Apr - Mar), 2021",Mallapuram,Bicycles,0,2,21,8
India,West Bengal,"Financial Year (Apr - Mar), 2019",Asansol Durgapur,"Cars, Taxis, Vans & LMV",39,16,35,13
India,Punjab,"Financial Year (Apr - Mar), 2019",Amritsar,Pedestrian,18,13,9,2
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jaipur,Others,210,80,48,116
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Lucknow,Auto Rickshaws,93,33,27,32
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Lucknow,Other Non-motorized vehicle (E-rickshaw etc.),37,8,10,7
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Aurangabad,Bicycles,8,2,4,2
India,West Bengal,"Financial Year (Apr - Mar), 2019",Asansol Durgapur,Other Non-motorized vehicle (E-rickshaw etc.),3,3,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Kanpur,Pedestrian,28,7,10,13
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Jaipur,"Cars, Taxis, Vans & LMV",1530,402,485,895
India,Kerala,"Financial Year (Apr - Mar), 2020",Kollam,Trucks/Lorries,68,14,46,7
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Jodhpur,Pedestrian,87,57,20,57
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Chennai,Two Wheelers,2669,514,803,1948
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Madurai,Others,0,0,0,0
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Pune,Bicycles,13,3,7,3
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Jabalpur,Others,118,43,7,62
India,West Bengal,"Financial Year (Apr - Mar), 2020",Asansol Durgapur,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nashik,Others,3,0,0,1
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Lucknow,Other Non-motorized vehicle (E-rickshaw etc.),372,146,104,96
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Gwalior,Bicycles,34,6,0,24
India,Kerala,"Financial Year (Apr - Mar), 2020",Khozikode,Others,27,2,12,4
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Indore,Two Wheelers,970,126,7,983
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gwalior,Trucks/Lorries,178,49,11,96
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Aurangabad,Other Non-motorized vehicle (E-rickshaw etc.),2,1,0,1
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Chennai,"Cars, Taxis, Vans & LMV",607,147,131,491
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nagpur,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Lucknow,Others,0,0,0,0
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Pune,Trucks/Lorries,14,7,2,3
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Coimbatore,Trucks/Lorries,123,28,46,65
India,Kerala,"Financial Year (Apr - Mar), 2020",Kollam,Two Wheelers,664,99,555,72
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Bhopal,Auto Rickshaws,122,2,3,69
India,Kerala,"Financial Year (Apr - Mar), 2021",Thiruvanthapuram,Others,28,6,19,3
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jodhpur,"Cars, Taxis, Vans & LMV",119,42,10,59
India,Punjab,"Financial Year (Apr - Mar), 2019",Ludhiana,Bicycles,23,6,17,0
India,Kerala,"Financial Year (Apr - Mar), 2020",Thrissur,Buses,60,5,38,20
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Bhopal,Pedestrian,477,54,42,299
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Mumbai,Bicycles,22,5,14,3
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Jabalpur,Two Wheelers,1905,191,346,1589
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Gwalior,Two Wheelers,321,49,21,240
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Mumbai,Others,267,120,98,122
India,Kerala,"Financial Year (Apr - Mar), 2021",Kochi,Two Wheelers,754,64,584,160
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Gwalior,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Meerut,"Cars, Taxis, Vans & LMV",253,131,38,124
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Coimbatore,Pedestrian,214,66,124,34
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Varanasi,"Cars, Taxis, Vans & LMV",45,29,16,7
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Jabalpur,Two Wheelers,1469,107,188,1308
India,Kerala,"Financial Year (Apr - Mar), 2021",Mallapuram,Others,0,0,0,0
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Aurangabad,Pedestrian,158,59,94,19
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Chennai,Buses,35,7,16,18
India,Kerala,"Financial Year (Apr - Mar), 2020",Thiruvanthapuram,"Cars, Taxis, Vans & LMV",370,23,304,99
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Mumbai,Pedestrian,944,136,897,108
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Gwalior,Trucks/Lorries,155,28,6,77
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Jabalpur,Buses,405,42,47,317
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Gwalior,Other Non-motorized vehicle (E-rickshaw etc.),0,,,
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Madurai,"Cars, Taxis, Vans & LMV",13,1,0,15
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nashik,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Pune,Auto Rickshaws,34,3,18,16
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Varanasi,Bicycles,40,16,17,14
India,Kerala,"Financial Year (Apr - Mar), 2020",Kollam,Auto Rickshaws,128,9,120,21
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Bhopal,Other Non-motorized vehicle (E-rickshaw etc.),11,0,0,9
India,Kerala,"Financial Year (Apr - Mar), 2020",Khozikode,Two Wheelers,422,56,503,157
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Lucknow,Pedestrian,189,63,51,56
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Pune,Buses,1,0,0,1
India,Kerala,"Financial Year (Apr - Mar), 2020",Thiruvanthapuram,Auto Rickshaws,149,5,141,25
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Meerut,Two Wheelers,184,84,7,109
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Allahabad(Prayagraj),Bicycles,92,31,35,34
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jaipur,Buses,96,35,35,59
India,Kerala,"Financial Year (Apr - Mar), 2021",Thrissur,Others,4,2,1,1
India,Telangana,"Financial Year (Apr - Mar), 2019",Hyderabad,Others,0,0,0,0
India,Punjab,"Financial Year (Apr - Mar), 2021",Amritsar,Other Non-motorized vehicle (E-rickshaw etc.),3,3,0,0
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nashik,Pedestrian,123,52,71,8
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Agra,"Cars, Taxis, Vans & LMV",124,85,47,40
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Meerut,Trucks/Lorries,43,8,3,41
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Indore,Other Non-motorized vehicle (E-rickshaw etc.),363,47,12,229
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jodhpur,Two Wheelers,190,90,26,114
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Coimbatore,Two Wheelers,528,142,377,63
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Tiruchirapalli,Auto Rickshaws,34,3,0,53
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ghaziabad,Bicycles,18,8,9,3
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nagpur,Trucks/Lorries,27,7,12,12
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Nashik,Buses,1,0,1,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Bhopal,Others,824,53,55,416
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Allahabad(Prayagraj),Bicycles,67,30,12,39
India,Kerala,"Financial Year (Apr - Mar), 2021",Thiruvanthapuram,Buses,43,7,27,9
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Tiruchirapalli,"Cars, Taxis, Vans & LMV",32,3,0,39
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Indore,Other Non-motorized vehicle (E-rickshaw etc.),7,1,0,2
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Indore,Two Wheelers,1716,250,66,1756
India,Kerala,"Financial Year (Apr - Mar), 2021",Kannur,Bicycles,0,1,11,3
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Aurangabad,Buses,3,0,3,4
India,Kerala,"Financial Year (Apr - Mar), 2020",Mallapuram,Pedestrian,0,64,317,59
India,Kerala,"Financial Year (Apr - Mar), 2021",Thiruvanthapuram,Bicycles,22,0,22,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Agra,Others,63,28,22,31
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Coimbatore,Auto Rickshaws,31,2,6,23
India,Punjab,"Financial Year (Apr - Mar), 2019",Ludhiana,Pedestrian,8,8,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Tiruchirapalli,Two Wheelers,225,72,96,128
India,Kerala,"Financial Year (Apr - Mar), 2021",Thiruvanthapuram,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Agra,Two Wheelers,424,241,154,87
India,Kerala,"Financial Year (Apr - Mar), 2021",Kollam,Buses,46,4,3,17
India,Kerala,"Financial Year (Apr - Mar), 2020",Thrissur,Pedestrian,0,0,0,0
India,Punjab,"Financial Year (Apr - Mar), 2020",Amritsar,Other Non-motorized vehicle (E-rickshaw etc.),4,4,2,0
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Nagpur,Bicycles,52,16,23,13
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Gwalior,Pedestrian,477,92,21,364
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Bhopal,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ghaziabad,Buses,21,8,12,6
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Kota,Auto Rickshaws,7,1,1,7
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Gwalior,"Cars, Taxis, Vans & LMV",253,29,6,139
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Varanasi,Other Non-motorized vehicle (E-rickshaw etc.),102,16,19,44
India,Kerala,"Financial Year (Apr - Mar), 2020",Kochi,Two Wheelers,611,40,511,101
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Indore,Others,11,0,0,11
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Pune,"Cars, Taxis, Vans & LMV",74,15,34,25
India,Kerala,"Financial Year (Apr - Mar), 2021",Kollam,"Cars, Taxis, Vans & LMV",218,11,51,31
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Jabalpur,Two Wheelers,377,69,63,316
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Indore,Pedestrian,1196,131,26,1158
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jodhpur,Auto Rickshaws,2,1,1,5
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Coimbatore,Bicycles,22,1,8,13
India,West Bengal,"Financial Year (Apr - Mar), 2021",Asansol Durgapur,Bicycles,33,27,4,3
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jaipur,Bicycles,13,9,3,11
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Gwalior,Pedestrian,474,70,14,390
India,Punjab,"Financial Year (Apr - Mar), 2020",Ludhiana,Trucks/Lorries,0,0,0,0
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jaipur,Buses,53,11,7,45
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Madurai,Pedestrian,176,47,74,64
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Allahabad(Prayagraj),Pedestrian,68,28,58,3
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Mumbai,Pedestrian,1083,174,823,173
India,West Bengal,"Financial Year (Apr - Mar), 2021",Asansol Durgapur,Trucks/Lorries,18,12,9,11
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Kota,Trucks/Lorries,3,1,0,2
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Jabalpur,"Cars, Taxis, Vans & LMV",624,83,81,545
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jodhpur,Auto Rickshaws,10,4,1,15
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Tiruchirapalli,Bicycles,12,4,5,4
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Coimbatore,"Cars, Taxis, Vans & LMV",42,5,23,3
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Meerut,Auto Rickshaws,76,32,1,57
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Jabalpur,Pedestrian,9,2,1,8
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Meerut,Others,115,77,22,34
India,Punjab,"Financial Year (Apr - Mar), 2021",Amritsar,Buses,0,0,0,0
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jodhpur,Bicycles,8,20,0,6
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Varanasi,"Cars, Taxis, Vans & LMV",63,32,28,21
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Mumbai,"Cars, Taxis, Vans & LMV",90,32,52,28
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Mumbai,Pedestrian,1442,210,1054,304
India,Punjab,"Financial Year (Apr - Mar), 2021",Amritsar,Bicycles,5,2,2,1
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jaipur,Trucks/Lorries,220,78,54,89
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Meerut,Bicycles,9,0,1,4
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Varanasi,Trucks/Lorries,53,35,17,22
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Ghaziabad,Others,0,0,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Coimbatore,Buses,16,1,9,1
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Jaipur,Trucks/Lorries,598,264,134,318
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Indore,Auto Rickshaws,63,1,1,52
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Jabalpur,"Cars, Taxis, Vans & LMV",653,93,87,519
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Kota,Two Wheelers,228,42,47,219
India,Kerala,"Financial Year (Apr - Mar), 2021",Kochi,Pedestrian,0,0,0,0
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Nashik,Two Wheelers,261,105,202,47
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Bhopal,Auto Rickshaws,17,1,0,2
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Madurai,Two Wheelers,324,84,167,116
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Kanpur,Pedestrian,27,6,8,13
India,Punjab,"Financial Year (Apr - Mar), 2021",Ludhiana,Other Non-motorized vehicle (E-rickshaw etc.),38,37,0,3
India,West Bengal,"Financial Year (Apr - Mar), 2020",Kolkata,Others,58,0,32,24
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Agra,Auto Rickshaws,44,23,22,19
India,Kerala,"Financial Year (Apr - Mar), 2021",Kochi,Buses,104,10,66,22
India,West Bengal,"Financial Year (Apr - Mar), 2020",Asansol Durgapur,Two Wheelers,46,38,14,3
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Bhopal,Others,21,6,2,13
India,Punjab,"Financial Year (Apr - Mar), 2021",Amritsar,Others,0,0,0,0
India,Telangana,"Financial Year (Apr - Mar), 2021",Hyderabad,Auto Rickshaws,114,17,27,110
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Allahabad(Prayagraj),Auto Rickshaws,125,54,13,49
India,Kerala,"Financial Year (Apr - Mar), 2021",Kannur,Two Wheelers,384,64,463,309
India,Kerala,"Financial Year (Apr - Mar), 2020",Khozikode,"Cars, Taxis, Vans & LMV",343,2,24,21
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Nashik,Trucks/Lorries,4,4,0,0
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Mumbai,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jodhpur,Pedestrian,77,37,16,40
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Ghaziabad,Auto Rickshaws,122,56,54,33
India,Kerala,"Financial Year (Apr - Mar), 2020",Kochi,Pedestrian,0,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2020",Mallapuram,"Cars, Taxis, Vans & LMV",643,19,71,79
India,Punjab,"Financial Year (Apr - Mar), 2021",Ludhiana,Trucks/Lorries,4,2,4,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Lucknow,Pedestrian,48,25,18,13
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Mumbai,Buses,21,3,12,15
India,Kerala,"Financial Year (Apr - Mar), 2021",Khozikode,Pedestrian,0,20,203,53
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Varanasi,Bicycles,42,13,17,13
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Tiruchirapalli,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Punjab,"Financial Year (Apr - Mar), 2019",Ludhiana,Buses,0,0,0,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Jabalpur,Auto Rickshaws,358,69,60,323
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Tiruchirapalli,Others,0,0,0,0
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Jodhpur,Others,111,42,21,11
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nagpur,Auto Rickshaws,51,7,36,27
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Ghaziabad,Pedestrian,98,40,41,22
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Lucknow,Pedestrian,57,26,18,11
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Meerut,Trucks/Lorries,66,23,6,49
India,Kerala,"Financial Year (Apr - Mar), 2020",Kochi,Auto Rickshaws,125,8,100,29
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Aurangabad,Buses,10,1,0,5
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Ghaziabad,Buses,7,6,1,1
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nagpur,Buses,1,2,0,0
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Mumbai,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2021",Thrissur,Trucks/Lorries,17,4,0,1
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nagpur,Pedestrian,192,70,77,61
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Ghaziabad,Bicycles,85,30,43,26
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Meerut,Bicycles,12,2,0,9
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Jabalpur,Bicycles,8,1,1,7
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Ghaziabad,Buses,9,10,2,1
India,Punjab,"Financial Year (Apr - Mar), 2020",Ludhiana,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Mumbai,Trucks/Lorries,7,2,0,0
India,Karnataka,"Financial Year (Apr - Mar), 2020",Bengaluru,Auto Rickshaws,77,9,30,47
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Madurai,Other Non-motorized vehicle (E-rickshaw etc.),2,0,1,1
India,Kerala,"Financial Year (Apr - Mar), 2021",Kannur,Pedestrian,0,34,171,82
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Jodhpur,Pedestrian,42,26,2,13
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Jodhpur,Buses,67,40,26,24
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Nagpur,Trucks/Lorries,18,6,4,8
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jaipur,Two Wheelers,742,252,217,638
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Gwalior,Bicycles,23,2,0,21
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ghaziabad,Auto Rickshaws,40,12,22,13
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nagpur,Bicycles,41,16,13,14
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Madurai,Bicycles,30,3,4,23
India,Kerala,"Financial Year (Apr - Mar), 2021",Kollam,Other Non-motorized vehicle (E-rickshaw etc.),0,2,0,3
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Chennai,Bicycles,168,33,93,59
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Meerut,Two Wheelers,199,73,10,143
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Allahabad(Prayagraj),Trucks/Lorries,126,94,57,39
India,Kerala,"Financial Year (Apr - Mar), 2020",Kollam,"Cars, Taxis, Vans & LMV",474,60,424,67
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Allahabad(Prayagraj),Buses,136,64,37,72
India,Punjab,"Financial Year (Apr - Mar), 2020",Ludhiana,Others,0,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2021",Kollam,Bicycles,2,6,48,2
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Indore,Trucks/Lorries,143,11,0,25
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Madurai,Buses,16,4,1,8
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Nashik,Trucks/Lorries,11,5,7,2
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Agra,Pedestrian,26,26,26,19
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Allahabad(Prayagraj),Two Wheelers,241,132,97,44
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Madurai,Other Non-motorized vehicle (E-rickshaw etc.),4,0,0,0
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Aurangabad,Pedestrian,94,40,44,16
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Kota,Auto Rickshaws,27,2,6,20
India,Punjab,"Financial Year (Apr - Mar), 2021",Amritsar,Trucks/Lorries,0,0,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Coimbatore,Two Wheelers,433,54,132,328
India,Kerala,"Financial Year (Apr - Mar), 2021",Thrissur,"Cars, Taxis, Vans & LMV",70,4,50,66
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Lucknow,Bicycles,18,6,8,0
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Aurangabad,Two Wheelers,221,83,142,39
India,Kerala,"Financial Year (Apr - Mar), 2020",Mallapuram,Auto Rickshaws,199,18,100,73
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Nashik,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Bhopal,Other Non-motorized vehicle (E-rickshaw etc.),5,1,0,4
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Mumbai,Trucks/Lorries,3,0,1,3
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Lucknow,Auto Rickshaws,74,20,26,24
India,Telangana,"Financial Year (Apr - Mar), 2020",Hyderabad,Bicycles,26,3,3,20
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Ghaziabad,Trucks/Lorries,22,5,9,9
India,West Bengal,"Financial Year (Apr - Mar), 2019",Asansol Durgapur,Trucks/Lorries,34,28,46,14
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Allahabad(Prayagraj),Other Non-motorized vehicle (E-rickshaw etc.),79,39,8,44
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Jaipur,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2021",Mallapuram,Other Non-motorized vehicle (E-rickshaw etc.),23,1,4,2
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Chennai,Others,0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Allahabad(Prayagraj),Other Non-motorized vehicle (E-rickshaw etc.),78,30,12,32
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Ghaziabad,Others,0,0,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Chennai,Other Non-motorized vehicle (E-rickshaw etc.),154,2,4,202
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Aurangabad,Others,8,4,18,2
India,Punjab,"Financial Year (Apr - Mar), 2019",Amritsar,Buses,0,0,0,0
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Pune,Auto Rickshaws,17,4,17,1
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Varanasi,Other Non-motorized vehicle (E-rickshaw etc.),20,10,10,7
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Mumbai,Auto Rickshaws,125,17,90,22
India,West Bengal,"Financial Year (Apr - Mar), 2020",Asansol Durgapur,"Cars, Taxis, Vans & LMV",45,28,38,14
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Aurangabad,Others,3,0,0,2
India,West Bengal,"Financial Year (Apr - Mar), 2021",Kolkata,Auto Rickshaws,43,3,24,14
India,Kerala,"Financial Year (Apr - Mar), 2020",Thiruvanthapuram,Bicycles,0,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2020",Mallapuram,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2020",Kollam,Buses,57,9,44,8
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Jabalpur,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
